起点ID,起点类型,关系名称,终点ID,终点类型,示例
738ecab5c028cfb3,作者实体,创作,d01bc3fbb10b,诗文实体,夏完淳 → 创作 → 别云间
07d9cc211bb0b828,作者实体,创作,12cc76ba7474,诗文实体,陆游 → 创作 → 关山月
a644b67c8b5752ec,作者实体,创作,205936e31c75,诗文实体,庾信 → 创作 → 枯树赋
04cd7ba72410cc1a,作者实体,创作,b10e82f58a4d,诗文实体,杜甫 → 创作 → 贫交行
5d7e379ac8cd6289,作者实体,创作,9e88fe42f765,诗文实体,白居易 → 创作 → 轻肥
07d9cc211bb0b828,作者实体,创作,3ef8dae7d2d3,诗文实体,陆游 → 创作 → 对酒
9d53b358023ab9aa,作者实体,创作,8054ab00e835,诗文实体,高适 → 创作 → 封丘作
e3d008cd91283516,作者实体,创作,367228430bf3,诗文实体,范仲淹 → 创作 → 剔银灯·与欧阳公席上分题
07d9cc211bb0b828,作者实体,创作,023918db303e,诗文实体,陆游 → 创作 → 书愤二首
a374097275e57303,作者实体,创作,35e19c408e7a,诗文实体,王维 → 创作 → 陇头吟
0d96b4d2b6b2f534,作者实体,创作,e3f8ed794da4,诗文实体,蔡琰 → 创作 → 悲愤诗
d0f9c3482ddf79bb,作者实体,创作,84db20c000e7,诗文实体,辛弃疾 → 创作 → 鹧鸪天·离豫章别司马汉章大监
e987593c34ec66e2,作者实体,创作,df58b15d2068,诗文实体,淮上女 → 创作 → 减字木兰花·淮山隐隐
0c3fd9d976f8e7dd,作者实体,创作,9fba57e9ee95,诗文实体,陈与义 → 创作 → 伤春
a374097275e57303,作者实体,创作,86e2d074efc3,诗文实体,王维 → 创作 → 凝碧池
